Student_ID,Gender,Department,Study_Hours,Sleep_Duration,Work_Life_Balance
15543,Male,Arts,4.3,9.6,0.45
15544,Male,Business,6.7,6.9,0.97
15545,Female,Science,2.2,8.5,0.26
15546,Male,Arts,3.9,6.6,0.59
15547,Female,Medical,4.6,10,0.46
15548,Male,Medical,4.4,9.3,0.47
15549,Female,Science,1.7,7.6,0.22
15550,Male,Science,8.5,6.3,1.35
15551,Female,Engineering,3.2,6.8,0.47
15552,Male,Science,3.4,4.7,0.72
15553,Female,Science,3.3,7.2,0.46
15554,Male,Business,4.5,7.4,0.61
15555,Female,Arts,5.5,7,0.79
15556,Female,Science,1.4,5.3,0.26
15557,Male,Arts,4.4,6.3,0.7
15558,Male,Business,6.7,8,0.84
15559,Female,Arts,6.4,7.2,0.89
15560,Male,Science,3.3,6.4,0.52
15561,Female,Arts,2.7,9.6,0.28
15562,Female,Arts,5.8,6.7,0.87
15563,Female,Arts,4.9,4.5,1.09
15564,Female,Engineering,5.6,9.2,0.61
15565,Male,Arts,2.5,7,0.36
15566,Male,Science,4,7.3,0.55
15567,Female,Science,3.5,5.9,0.59
15568,Female,Arts,4,8.9,0.45
15569,Female,Business,6,9.2,0.65
15570,Female,Medical,2.9,4.9,0.59
15571,Female,Business,3.2,8.4,0.38
15572,Male,Arts,8.9,9.8,0.91
15573,Male,Medical,5.4,8.4,0.64
15574,Male,Science,5.8,5.1,1.14
15575,Male,Science,8,9,0.89
15576,Female,Engineering,2.2,10.2,0.22
15577,Male,Arts,6.5,7.2,0.9
15578,Female,Engineering,4.3,5.8,0.74
15579,Female,Science,5.3,8.1,0.65
15580,Female,Business,3.9,6,0.65
15581,Male,Arts,4.4,4.6,0.96
15582,Female,Science,3,10.1,0.3
15583,Female,Business,3.4,7.3,0.47
15584,Female,Engineering,0,5.3,0
15585,Female,Medical,2.2,9,0.24
15586,Male,Arts,7.6,6.4,1.19
15587,Male,Business,6.1,7.4,0.82
15588,Female,Business,2.2,7.6,0.29
15589,Female,Science,5.7,9.4,0.61
15590,Female,Science,1.5,5.6,0.27
15591,Male,Business,5.1,6.4,0.8
15592,Female,Business,5.2,9.7,0.54
15593,Male,Science,5.2,7.7,0.68
15594,Male,Business,3.5,5.1,0.69
15595,Female,Science,7.5,9,0.83
15596,Female,Medical,1.9,5.5,0.35
15597,Male,Arts,1.9,6.3,0.3
15598,Male,Arts,3.1,7,0.44
15599,Female,Business,6.3,7.4,0.85
15600,Female,Business,5,7.7,0.65
15601,Female,Medical,1.4,8.3,0.17
15602,Male,Science,5.4,6.7,0.81
15603,Female,Engineering,9.2,6.7,1.37
15604,Male,Engineering,5,7.9,0.63
15605,Male,Science,4.9,6.9,0.71
15606,Female,Arts,1.3,7.6,0.17
15607,Male,Medical,4.1,3.5,1.17
15608,Female,Engineering,5.7,8.3,0.69
15609,Male,Arts,5,7,0.71
15610,Female,Arts,1.4,7.3,0.19
15611,Male,Engineering,3.9,5.2,0.75
15612,Female,Business,5.9,8,0.74
15613,Female,Medical,1.8,6.9,0.26
15614,Male,Business,3.3,6.5,0.51
15615,Male,Arts,2.6,9.8,0.27
15616,Male,Medical,6.8,6.8,1
15617,Female,Engineering,3.2,7.5,0.43
15618,Male,Arts,7.1,8.4,0.85
15619,Male,Arts,4.5,5.9,0.76
15620,Female,Engineering,6.1,9.6,0.64
15621,Female,Business,6.3,11.1,0.57
15622,Male,Engineering,5.6,6.6,0.85
15623,Male,Business,6.1,8.4,0.73
15624,Female,Engineering,6.7,6.7,1
15625,Female,Business,5,6.4,0.78
15626,Female,Business,3.5,6.2,0.56
15627,Female,Arts,5.3,5.4,0.98
15628,Male,Business,2,6.1,0.33
15629,Female,Engineering,4.5,7,0.64
15630,Female,Science,1.2,7.8,0.15
15631,Female,Science,3.7,8.2,0.45
15632,Male,Arts,0,3.6,0
15633,Male,Arts,4,8.2,0.49
15634,Male,Engineering,8.2,7.7,1.06
15635,Female,Business,3.7,6.2,0.6
15636,Female,Medical,3.1,4.3,0.72
15637,Male,Medical,5.7,7.4,0.77
15638,Female,Medical,5.6,7.5,0.75
15639,Female,Engineering,5.3,5.2,1.02
15640,Female,Science,3.5,5.5,0.64
15641,Female,Engineering,0.7,5.2,0.13
15642,Male,Arts,6.2,6.1,1.02
15643,Male,Business,2.9,7.1,0.41
15644,Female,Engineering,4.4,6.2,0.71
15645,Female,Science,4.6,5.9,0.78
15646,Male,Arts,4.1,5.6,0.73
15647,Male,Medical,3.1,5.3,0.58
15648,Male,Engineering,3.4,6.6,0.52
15649,Male,Business,6.2,7.5,0.83
15650,Female,Arts,1,6.7,0.15
15651,Female,Arts,3.1,5,0.62
15652,Male,Arts,2.1,8.7,0.24
15653,Female,Medical,4.2,8.4,0.5
15654,Male,Business,3.9,6.4,0.61
15655,Female,Engineering,0.6,7.4,0.08
15656,Female,Science,6.7,7,0.96
15657,Female,Arts,1.6,4.7,0.34
15658,Female,Medical,0,8.7,0
15659,Male,Science,5.3,10.1,0.52
15660,Female,Science,6.3,7.4,0.85
15661,Female,Science,3.9,7.2,0.54
15662,Female,Medical,6.5,3.4,1.91
15663,Male,Business,4.3,5.2,0.83
15664,Female,Engineering,3.5,7.1,0.49
15665,Male,Business,1.7,8,0.21
15666,Female,Business,1.6,7.6,0.21
15667,Female,Engineering,3.5,7.2,0.49
15668,Male,Engineering,6,6.2,0.97
15669,Female,Engineering,8.8,4,2.2
15670,Female,Business,6.4,9.1,0.7
15671,Female,Science,3.4,6.5,0.52
15672,Male,Engineering,2.8,8.6,0.33
15673,Female,Arts,4.7,7.1,0.66
15674,Male,Medical,3.7,7.1,0.52
15675,Female,Engineering,5,8.7,0.57
15676,Female,Engineering,3.8,7.9,0.48
15677,Female,Medical,2.5,7.3,0.34
15678,Male,Arts,4.6,5,0.92
15679,Female,Science,5.3,8.4,0.63
15680,Male,Science,1.7,7.8,0.22
15681,Female,Science,5.8,8.3,0.7
15682,Male,Arts,3.6,7.7,0.47
15683,Male,Medical,0.2,7.6,0.03
15684,Female,Science,1.6,6.4,0.25
15685,Female,Medical,3.7,5.8,0.64
15686,Female,Engineering,4.9,8.7,0.56
15687,Female,Arts,7.3,8.2,0.89
15688,Female,Business,6,6.8,0.88
15689,Female,Medical,0,7.3,0
15690,Female,Science,4.9,6.3,0.78
15691,Female,Business,4.1,6.3,0.65
15692,Female,Medical,5.9,6.4,0.92
15693,Female,Science,3.4,6.2,0.55
15694,Female,Business,6.9,5.7,1.21
15695,Male,Business,4.8,5.6,0.86
15696,Female,Science,5.8,7,0.83
15697,Female,Science,5.5,6.1,0.9
15698,Male,Medical,2.8,8.5,0.33
15699,Male,Medical,2.2,8.2,0.27
15700,Female,Science,6,3.6,1.67
15701,Male,Engineering,7.2,8.2,0.88
15702,Female,Arts,7.5,8.2,0.91
15703,Male,Medical,5.3,9,0.59
15704,Male,Arts,6.7,8.1,0.83
15705,Male,Science,5.2,7.5,0.69
15706,Male,Engineering,3.6,7.9,0.46
15707,Male,Science,7,6.8,1.03
15708,Female,Science,5.5,4.5,1.22
15709,Male,Engineering,7.6,5.3,1.43
15710,Male,Medical,6.3,6.2,1.02
15711,Male,Engineering,2.2,5.5,0.4
15712,Male,Science,8.2,7.2,1.14
15713,Male,Engineering,3.5,7.6,0.46
15714,Female,Arts,5.6,7.3,0.77
15715,Male,Medical,4.3,5,0.86
15716,Male,Arts,2,6.8,0.29
15717,Female,Engineering,4.7,7.8,0.6
15718,Female,Arts,2.8,9.1,0.31
15719,Female,Business,5.6,6.4,0.87
15720,Female,Engineering,1.3,6.1,0.21
15721,Male,Business,3,7.9,0.38
15722,Male,Arts,3.7,9.1,0.41
15723,Female,Business,5.9,6.8,0.87
15724,Female,Arts,1.3,7.4,0.18
15725,Female,Engineering,6.6,5.4,1.22
15726,Male,Business,3.6,6.2,0.58
15727,Female,Engineering,5.1,9,0.57
15728,Male,Medical,4.8,6.6,0.73
15729,Female,Science,3.7,6.6,0.56
15730,Male,Arts,5.1,7.7,0.66
15731,Female,Medical,4.6,5.9,0.78
15732,Female,Medical,6.5,7.3,0.89
15733,Female,Business,2.2,6.3,0.35
15734,Female,Medical,3.6,7.7,0.47
15735,Female,Arts,6.1,5.3,1.15
15736,Male,Science,5.6,5.8,0.97
15737,Female,Science,3.9,7.1,0.55
15738,Female,Engineering,6.6,7.3,0.9
15739,Female,Science,4.8,7.6,0.63
15740,Female,Science,4.9,7.5,0.65
15741,Female,Medical,8.5,8.8,0.97
15742,Female,Arts,7,5.7,1.23
15743,Male,Engineering,6.4,5.1,1.25
15744,Male,Medical,3.4,7.2,0.47
15745,Male,Business,0,10.6,0
15746,Male,Medical,7.5,7.5,1
15747,Male,Engineering,3,6.2,0.48
15748,Male,Business,2.4,7.7,0.31
15749,Female,Arts,4.7,5,0.94
15750,Male,Business,8.8,9,0.98
15751,Male,Medical,4.2,6.3,0.67
15752,Male,Science,4.4,7.5,0.59
15753,Male,Engineering,5.7,6.3,0.9
15754,Female,Medical,8.7,9.3,0.94
15755,Male,Science,0.2,7.7,0.03
15756,Male,Arts,3,7,0.43
15757,Female,Arts,2.1,6,0.35
15758,Female,Science,2,3.3,0.61
15759,Male,Medical,5,6.6,0.76
15760,Male,Engineering,4,4,1
15761,Male,Arts,3.9,6.6,0.59
15762,Male,Medical,2.7,6.5,0.42
15763,Male,Science,1.2,7,0.17
15764,Male,Science,3.9,6.7,0.58
15765,Male,Science,8.5,6.9,1.23
15766,Male,Medical,5.9,6.6,0.89
15767,Female,Business,1.7,8.1,0.21
15768,Male,Engineering,4.9,7.1,0.69
15769,Male,Arts,8.6,5.4,1.59
15770,Male,Engineering,2.9,6.4,0.45
15771,Female,Science,5.5,6.6,0.83
15772,Male,Business,0.6,5.2,0.12
15773,Male,Medical,3,6.2,0.48
15774,Female,Arts,7.3,6.4,1.14
15775,Female,Medical,8.5,8.6,0.99
15776,Female,Medical,5,6.1,0.82
15777,Male,Business,3.7,11.1,0.33
15778,Male,Engineering,2.4,7.9,0.3
15779,Male,Medical,7.3,7.6,0.96
15780,Female,Business,6.3,7.7,0.82
15781,Male,Medical,6.8,5.1,1.33
15782,Female,Engineering,0,6.3,0
15783,Female,Business,11.4,7.9,1.44
15784,Female,Business,2.7,5,0.54
15785,Female,Science,7.5,5.8,1.29
15786,Male,Arts,3,5.6,0.54
15787,Male,Science,3.5,7.5,0.47
15788,Male,Medical,0.7,6.3,0.11
15789,Male,Engineering,5.6,5,1.12
15790,Female,Business,4.2,6.2,0.68
15791,Female,Science,6.3,3,2.1
15792,Male,Medical,4.3,5.8,0.74
15793,Male,Medical,6.5,6.5,1
15794,Female,Science,6.4,6.7,0.96
15795,Female,Engineering,1.2,10.4,0.12
15796,Male,Engineering,4.3,9.4,0.46
15797,Female,Medical,3.4,9.4,0.36
15798,Female,Business,0,7,0
15799,Female,Engineering,4.8,5.4,0.89
15800,Female,Medical,6.5,7.7,0.84
15801,Male,Medical,2.4,5.2,0.46
15802,Female,Arts,0,6.3,0
15803,Male,Medical,2.5,8.1,0.31
15804,Female,Science,4.6,7.3,0.63
15805,Female,Medical,3.1,7,0.44
15806,Male,Business,7,8.2,0.85
15807,Female,Science,2.3,8.6,0.27
15808,Male,Science,3.3,6.7,0.49
15809,Female,Science,4.3,6.5,0.66
15810,Female,Arts,1.9,8.6,0.22
15811,Male,Arts,3.8,7.6,0.5
15812,Male,Arts,4.7,3.1,1.52
15813,Female,Engineering,2.9,8.2,0.35
15814,Female,Engineering,1.8,7.2,0.25
15815,Male,Engineering,6.7,8,0.84
15816,Male,Science,5.5,3.5,1.57
15817,Male,Arts,6.2,7.7,0.81
15818,Female,Science,8,3,2.67
15819,Female,Business,7.9,7.8,1.01
15820,Female,Business,3.6,7.7,0.47
15821,Female,Arts,4.3,3,1.43
15822,Male,Medical,6.7,7.3,0.92
15823,Male,Medical,7.3,8.1,0.9
15824,Male,Science,2.5,5.8,0.43
15825,Female,Medical,4.8,6.7,0.72
15826,Male,Business,4.8,8.3,0.58
15827,Female,Engineering,9.1,6.1,1.49
15828,Male,Business,7.1,7.7,0.92
15829,Female,Science,4.3,7.7,0.56
15830,Male,Arts,5.4,8.2,0.66
15831,Female,Business,1.8,4.7,0.38
15832,Female,Arts,5.2,9,0.58
15833,Female,Medical,0,6,0
15834,Male,Arts,2.4,7,0.34
15835,Female,Science,6.7,6.1,1.1
15836,Male,Science,0,11.2,0
15837,Female,Business,4.4,9.2,0.48
15838,Male,Medical,3.1,7.9,0.39
15839,Female,Medical,6,7.9,0.76
15840,Female,Engineering,1.8,6.7,0.27
15841,Female,Science,6.2,6.5,0.95
15842,Male,Science,4.3,7.5,0.57
15843,Female,Science,5.2,9.2,0.57
15844,Female,Science,3.5,5.3,0.66
15845,Female,Business,3.7,8.6,0.43
15846,Male,Science,5.7,6.3,0.9
15847,Male,Medical,5.3,7.7,0.69
15848,Female,Medical,7.7,6.7,1.15
15849,Male,Arts,1.4,8.7,0.16
15850,Female,Medical,5.7,5.9,0.97
15851,Male,Business,5.9,7.6,0.78
15852,Male,Engineering,2.9,8.1,0.36
15853,Female,Business,4.6,5.5,0.84
15854,Female,Arts,8.3,7.1,1.17
15855,Male,Medical,2.2,6.6,0.33
15856,Female,Engineering,5.6,6,0.93
15857,Male,Engineering,4.8,8,0.6
15858,Male,Science,2.9,6.9,0.42
15859,Female,Engineering,2.2,6.4,0.34
15860,Female,Engineering,3.9,8,0.49
15861,Male,Medical,1.9,4.7,0.4
15862,Male,Arts,2,7,0.29
15863,Female,Arts,7.8,5.2,1.5
15864,Female,Arts,2.3,5.7,0.4
15865,Female,Arts,4.6,7.1,0.65
15866,Male,Arts,5.5,4.6,1.2
15867,Female,Medical,2.5,5.8,0.43
15868,Male,Arts,0.9,7.5,0.12
15869,Male,Business,3.5,9,0.39
15870,Male,Business,6,10.4,0.58
15871,Female,Engineering,4.5,4.4,1.02
15872,Female,Medical,2.4,7.6,0.32
15873,Male,Medical,5.1,11.6,0.44
15874,Male,Science,6,5.1,1.18
15875,Female,Arts,0,7.8,0
15876,Male,Business,6.6,6.9,0.96
15877,Male,Engineering,5.5,8.1,0.68
15878,Male,Business,4.5,9.1,0.49
15879,Male,Business,6.2,9.6,0.65
15880,Male,Medical,2.9,8.4,0.35
15881,Male,Medical,6.6,3.8,1.74
15882,Male,Medical,2.2,7.3,0.3
15883,Male,Engineering,7,7.6,0.92
15884,Female,Arts,4.5,4.1,1.1
15885,Male,Science,3.2,6.9,0.46
15886,Female,Science,3.2,3.8,0.84
15887,Female,Arts,6.9,9.4,0.73
15888,Female,Science,6,6.1,0.98
15889,Male,Science,5.2,10.5,0.5
15890,Female,Science,2.8,6.2,0.45
15891,Female,Science,2.2,6.6,0.33
15892,Male,Business,5.7,7.4,0.77
15893,Male,Medical,7,5.9,1.19
15894,Male,Science,2.9,5.7,0.51
15895,Female,Medical,5.5,5.7,0.96
15896,Male,Business,4.6,7.7,0.6
15897,Male,Engineering,2.7,6.2,0.44
15898,Female,Arts,0.8,4.6,0.17
15899,Male,Medical,6.1,5.6,1.09
15900,Male,Arts,4.3,5.4,0.8
15901,Female,Science,5.5,7.7,0.71
15902,Male,Medical,2.7,6.9,0.39
15903,Male,Science,5.6,6.2,0.9
15904,Male,Medical,5.6,8.9,0.63
15905,Female,Business,5,7.2,0.69
15906,Female,Science,6.1,6.7,0.91
15907,Male,Arts,3.2,6.3,0.51
15908,Female,Arts,3.8,7.3,0.52
15909,Male,Medical,6.4,9.2,0.7
15910,Female,Medical,1.6,7.7,0.21
15911,Male,Arts,1.7,10,0.17
15912,Male,Arts,5.6,3.2,1.75
15913,Female,Arts,7.5,6.1,1.23
15914,Male,Medical,3.2,7.2,0.44
15915,Male,Arts,1.2,3.9,0.31
15916,Male,Arts,4.6,3.1,1.48
15917,Female,Engineering,6.1,5.1,1.2
15918,Male,Engineering,4.3,5.2,0.83
15919,Female,Engineering,6.1,6.3,0.97
15920,Female,Engineering,5,5.1,0.98
15921,Female,Business,5.3,5.8,0.91
15922,Female,Business,3.2,11.6,0.28
15923,Female,Science,6.3,8.1,0.78
15924,Female,Science,4.4,4.9,0.9
15925,Male,Medical,7.5,8.1,0.93
15926,Female,Science,3.8,8.5,0.45
15927,Male,Business,4.6,8.1,0.57
15928,Male,Engineering,3.1,7.1,0.44
15929,Female,Science,3.8,6.2,0.61
15930,Male,Science,6.3,6.5,0.97
15931,Male,Arts,2.7,4.7,0.57
15932,Male,Science,4.5,5.8,0.78
15933,Male,Medical,6.8,7.3,0.93
15934,Male,Engineering,6.5,7.3,0.89
15935,Male,Arts,6.4,4.8,1.33
15936,Male,Medical,2.4,6.1,0.39
15937,Female,Engineering,8,6.4,1.25
15938,Male,Business,2.9,6.2,0.47
15939,Female,Engineering,6.9,8,0.86
15940,Male,Business,5.8,6.7,0.87
15941,Female,Medical,3,6.8,0.44
15942,Male,Engineering,2.6,8,0.32
15943,Female,Science,7,5.6,1.25
15944,Female,Medical,6.8,5.9,1.15
15945,Female,Business,7.3,7.4,0.99
15946,Male,Business,5.1,5.7,0.89
15947,Female,Medical,3.9,5.9,0.66
15948,Female,Arts,1.5,5.7,0.26
15949,Female,Science,8.6,7.5,1.15
15950,Female,Arts,4.1,5.2,0.79
15951,Female,Science,4.9,7.8,0.63
15952,Female,Engineering,5,6.7,0.75
15953,Female,Business,8.2,9.7,0.85
15954,Male,Science,5.3,9.6,0.55
15955,Female,Business,3.1,8.4,0.37
15956,Female,Medical,1.7,8.7,0.2
15957,Female,Arts,5.7,10.8,0.53
15958,Male,Business,6.8,6.5,1.05
15959,Female,Business,4.6,6.4,0.72
15960,Male,Science,4.1,10.6,0.39
15961,Female,Engineering,4.2,4.3,0.98
15962,Female,Science,2.6,7.9,0.33
15963,Male,Science,3.2,7.8,0.41
15964,Male,Business,3.4,8.9,0.38
15965,Female,Engineering,4.2,8.7,0.48
15966,Female,Arts,0.7,4.7,0.15
15967,Male,Business,5.1,6.4,0.8
15968,Male,Science,5.7,7.9,0.72
15969,Female,Engineering,6.6,6,1.1
15970,Male,Arts,7.3,5.5,1.33
15971,Male,Science,6.3,8.2,0.77
15972,Male,Arts,4.6,7.5,0.61
15973,Female,Engineering,4.3,6.7,0.64
15974,Male,Arts,4.5,8.5,0.53
15975,Male,Arts,2.8,6.2,0.45
15976,Male,Medical,0,7.1,0
15977,Male,Business,1.1,6.7,0.16
15978,Male,Arts,4.8,6.9,0.7
15979,Female,Business,5.6,5.8,0.97
15980,Male,Medical,2.7,7.8,0.35
15981,Female,Arts,5.7,6.4,0.89
15982,Female,Engineering,5.1,9.1,0.56
15983,Male,Science,3.8,5.5,0.69
15984,Male,Science,4.6,8.8,0.52
15985,Male,Medical,5.3,8.1,0.65
15986,Male,Engineering,6.7,9.5,0.71
15987,Female,Science,3.2,7.4,0.43
15988,Male,Science,5.4,8.4,0.64
15989,Female,Engineering,2.6,7.2,0.36
15990,Female,Business,7.3,5.3,1.38
15991,Female,Science,2.3,3.6,0.64
15992,Male,Business,6.3,10.4,0.61
15993,Male,Science,4.2,8,0.52
15994,Female,Business,5,3.5,1.43
15995,Female,Arts,5.7,6.8,0.84
15996,Female,Business,2.5,6.1,0.41
15997,Male,Arts,5.9,8.2,0.72
15998,Female,Business,6.5,6,1.08
15999,Female,Engineering,4.9,8,0.61
16000,Female,Science,1.5,7.6,0.2
16001,Male,Business,4.8,7,0.69
16002,Female,Business,2.9,7.8,0.37
16003,Female,Arts,1.3,6.9,0.19
16004,Male,Arts,5.9,5.5,1.07
16005,Female,Science,3.5,9.2,0.38
16006,Female,Engineering,3.1,7.5,0.41
16007,Female,Arts,1.9,7.1,0.27
16008,Male,Arts,0.2,7.7,0.03
16009,Male,Arts,4.4,8.5,0.52
16010,Female,Science,4.1,7.4,0.55
16011,Female,Arts,5.6,5.9,0.95
16012,Male,Engineering,4.4,6,0.73
16013,Male,Medical,0.7,6.9,0.1
16014,Male,Arts,2.1,8.5,0.25
16015,Male,Science,3.2,5.9,0.54
16016,Female,Business,7.3,6.9,1.06
16017,Female,Business,6.2,5.3,1.17
16018,Male,Business,0,6,0
16019,Male,Arts,4.5,8.1,0.56
16020,Female,Science,7.4,6.1,1.21
16021,Male,Medical,8.1,8,1.01
16022,Male,Arts,7.1,9,0.79
16023,Male,Medical,1.3,11.1,0.12
16024,Male,Engineering,0.1,6.8,0.01
16025,Female,Arts,3.4,5.4,0.63
16026,Female,Business,5.1,11,0.46
16027,Female,Business,3.8,5.6,0.68
16028,Female,Arts,4.3,6.9,0.62
16029,Female,Science,6.2,6,1.03
16030,Female,Business,2.9,5.5,0.53
16031,Male,Arts,3.6,6.7,0.54
16032,Male,Engineering,2.2,7.7,0.29
16033,Male,Arts,5.7,7,0.81
16034,Male,Arts,6.5,5.1,1.27
16035,Female,Engineering,3.9,8.3,0.47
16036,Female,Engineering,5.1,5.8,0.88
16037,Female,Engineering,6.4,7.4,0.86
16038,Female,Business,1.3,5.4,0.24
16039,Male,Business,6.2,7.6,0.82
16040,Male,Business,3.2,5.8,0.55
16041,Male,Science,5.8,8.9,0.65
16042,Female,Arts,5.5,7.3,0.75
16043,Female,Arts,1,8.9,0.11
16044,Male,Engineering,4.4,6.7,0.66
16045,Female,Medical,6.3,8.9,0.71
16046,Male,Business,8.4,5.2,1.62
16047,Male,Business,8,5,1.6
16048,Female,Business,5.9,5.5,1.07
16049,Female,Engineering,4.2,8.2,0.51
16050,Female,Science,3,6.7,0.45
16051,Male,Arts,6.2,5.3,1.17
16052,Male,Science,4,4.5,0.89
16053,Male,Medical,2.7,6,0.45
16054,Male,Science,4.8,7.9,0.61
16055,Female,Business,5.4,8.1,0.67
16056,Female,Engineering,3.8,6,0.63
16057,Male,Medical,4.1,6,0.68
16058,Female,Engineering,6.8,6,1.13
16059,Female,Science,2.4,3.3,0.73
16060,Female,Engineering,7.1,4.2,1.69
16061,Female,Engineering,6.6,5.3,1.25
16062,Male,Business,7.2,10.3,0.7
16063,Female,Business,5.6,8.8,0.64
16064,Female,Engineering,3.1,9,0.34
16065,Male,Science,5.3,9.6,0.55
16066,Male,Science,1.8,8.2,0.22
16067,Female,Business,4.1,4.6,0.89
16068,Male,Engineering,2.5,8.6,0.29
16069,Female,Medical,3.7,8.8,0.42
16070,Female,Medical,4.8,7.8,0.62
16071,Male,Business,5.1,4.9,1.04
16072,Female,Arts,3.2,6.4,0.5
16073,Male,Business,5,8.1,0.62
16074,Male,Arts,6.3,8.3,0.76
16075,Female,Science,4.1,5.5,0.75
16076,Male,Medical,6.5,6.3,1.03
16077,Female,Arts,5.5,5.7,0.96
16078,Female,Arts,6.1,8.2,0.74
16079,Male,Science,6.4,7.8,0.82
16080,Male,Medical,3.7,7.7,0.48
16081,Female,Engineering,0.1,8.3,0.01
16082,Male,Medical,5.9,8.2,0.72
16083,Male,Business,4,7.3,0.55
16084,Male,Engineering,3.5,6.3,0.56
16085,Female,Medical,3.3,8.7,0.38
16086,Male,Business,7.3,6.6,1.11
16087,Male,Science,3.2,6.6,0.48
16088,Female,Science,2,6.2,0.32
16089,Male,Arts,4.3,6.1,0.7
16090,Female,Medical,3.1,6.4,0.48
16091,Female,Engineering,5.2,6.7,0.78
16092,Male,Engineering,6.7,7.9,0.85
16093,Female,Business,7.6,6.3,1.21
16094,Female,Medical,4.6,3.5,1.31
16095,Female,Science,6.6,6.5,1.02
16096,Female,Arts,2.5,7.3,0.34
16097,Female,Arts,7.6,6.3,1.21
16098,Male,Engineering,2.8,8.3,0.34
16099,Male,Medical,3.5,7,0.5
16100,Female,Arts,0,6.2,0
16101,Male,Science,2.5,7.6,0.33
16102,Female,Business,5.3,4.3,1.23
16103,Male,Science,4.6,6.6,0.7
16104,Male,Engineering,6.1,9.7,0.63
16105,Female,Medical,7.3,4.7,1.55
16106,Male,Science,3.3,9,0.37
16107,Male,Engineering,4.2,8.8,0.48
16108,Female,Medical,7.5,6,1.25
16109,Female,Science,2,6.2,0.32
16110,Female,Medical,3.4,6.7,0.51
16111,Female,Engineering,8.1,6.8,1.19
16112,Male,Engineering,3.7,7.8,0.47
16113,Female,Medical,3.9,6.9,0.57
16114,Male,Science,4.2,4.1,1.02
16115,Male,Arts,0.7,7.7,0.09
16116,Female,Medical,3.1,7.3,0.42
16117,Female,Medical,4.7,6.5,0.72
16118,Male,Engineering,5.5,9.6,0.57
16119,Male,Arts,2,7.9,0.25
16120,Female,Medical,2.7,4.9,0.55
16121,Male,Science,4.4,7.2,0.61
16122,Male,Science,4.9,5.4,0.91
16123,Male,Business,0.8,3,0.27
16124,Male,Business,4.7,8.4,0.56
16125,Male,Engineering,6.6,6.3,1.05
16126,Female,Business,4.3,4.9,0.88
16127,Male,Engineering,5.4,7.2,0.75
16128,Male,Business,8.5,4.7,1.81
16129,Female,Engineering,3.9,8.9,0.44
16130,Female,Business,5.5,5.3,1.04
16131,Female,Engineering,9.1,7.3,1.25
16132,Male,Business,1.1,9.7,0.11
16133,Female,Engineering,6.3,9.7,0.65
16134,Female,Business,3.7,7.7,0.48
16135,Female,Science,5.5,5.8,0.95
16136,Male,Medical,1.7,8.8,0.19
16137,Female,Business,4.2,6.7,0.63
16138,Female,Engineering,1.5,8,0.19
16139,Female,Engineering,3.1,5.3,0.58
16140,Male,Medical,2.3,5.8,0.4
16141,Male,Arts,2.3,4,0.57
16142,Female,Science,3.8,8.8,0.43
16143,Female,Arts,5.1,5.9,0.86
16144,Male,Arts,6.8,4.3,1.58
16145,Male,Engineering,5.2,3.4,1.53
16146,Male,Medical,3.5,4.9,0.71
16147,Female,Science,4.3,6.3,0.68
16148,Female,Engineering,4.9,7.8,0.63
16149,Male,Medical,3.4,7.1,0.48
16150,Female,Medical,5.7,7.6,0.75
16151,Female,Medical,6.5,8.6,0.76
16152,Female,Engineering,5.4,9.1,0.59
16153,Female,Arts,4.1,6.7,0.61
16154,Male,Medical,6.6,8.2,0.8
16155,Male,Science,4.2,7.8,0.54
16156,Female,Engineering,1.8,4.9,0.37
16157,Male,Science,1.1,3,0.37
16158,Female,Medical,2.8,9.5,0.29
16159,Female,Arts,4.3,8.6,0.5
16160,Female,Medical,4,5.1,0.78
16161,Female,Science,5.4,8.6,0.63
16162,Female,Arts,5.8,8.3,0.7
16163,Female,Business,0.9,7.4,0.12
16164,Male,Arts,7.3,7.2,1.01
16165,Male,Science,3.5,7.9,0.44
16166,Male,Business,7.6,6.3,1.21
16167,Male,Engineering,5,7.5,0.67
16168,Female,Medical,5.9,5.8,1.02
16169,Female,Arts,2.4,7.6,0.32
16170,Male,Engineering,4.6,6.4,0.72
16171,Female,Arts,3.1,7.9,0.39
16172,Female,Engineering,5.9,6.5,0.91
16173,Female,Business,1.6,8.7,0.18
16174,Male,Engineering,4,5.1,0.78
16175,Female,Science,4,5.2,0.77
16176,Female,Business,2.8,8,0.35
16177,Male,Arts,2.8,6.2,0.45
16178,Male,Business,4.7,6.9,0.68
16179,Female,Arts,4.2,8.1,0.52
16180,Male,Arts,7.3,4.7,1.55
16181,Male,Business,6.9,8.5,0.81
16182,Female,Engineering,5.7,8.2,0.7
16183,Male,Medical,2.2,7.3,0.3
16184,Male,Arts,4.5,5.7,0.79
16185,Male,Arts,9.6,9.1,1.05
16186,Male,Engineering,6.1,6.4,0.95
16187,Female,Engineering,4.5,7,0.64
16188,Male,Engineering,2.4,6.2,0.39
16189,Female,Medical,5.8,8.8,0.66
16190,Female,Engineering,3.4,5.4,0.63
16191,Female,Science,8.9,6.7,1.33
16192,Female,Science,1.6,6.9,0.23
16193,Female,Engineering,6.3,4.5,1.4
16194,Male,Medical,5.8,8.2,0.71
16195,Male,Arts,1.9,8.2,0.23
16196,Male,Medical,6.8,5.9,1.15
16197,Female,Arts,4.5,7,0.64
